image_id,built_score,paved_score,auto_score,sky_score,nature_score,human_score,latitude,longitude,road_score,sidewalk_score,building_score,wall_score,fence_score,pole_score,traffic_light_score,traffic_sign_score,vegetation_score,terrain_score,sky_score,person_score,rider_score,car_score,truck_score,bus_score,train_score,motorcycle_score,bicycle_score,void_score
0,16.938541666666666,41.29479166666667,0.09444444444444444,16.591319444444444,24.15,0.0024305555555555556,40.38837044,-80.03484306,36.28958333333333,5.005208333333333,16.81458333333333,0.12395833333333334,0.8336805555555555,0.09444444444444444,0.00034722222222222224,0.0,21.367013888888888,2.782986111111111,16.591319444444444,0.0024305555555555556,0.0,0.06527777777777777,0.02916666666666667,0.0,0.0,0.0,0.0,0.0
1,40.0,20.141666666666666,0.1201388888888889,3.3916666666666666,35.06458333333333,0.003472222222222222,40.3890737,-80.04038559,4.100694444444445,16.040972222222223,39.74409722222222,0.25590277777777776,0.9628472222222222,0.3,0.0,0.008680555555555556,35.06458333333333,0.0,3.3916666666666666,0.003472222222222222,0.0,0.1201388888888889,0.0,0.0,0.0,0.0,0.006944444444444444,0.0
2,20.848958333333332,33.91770833333334,0.026041666666666664,30.848263888888887,10.391666666666666,0.14756944444444445,40.39131408,-79.88215768,31.589583333333334,2.328125,20.83888888888889,0.010069444444444445,3.545138888888889,0.19236111111111112,0.0,0.00034722222222222224,8.653472222222222,1.7381944444444444,30.848263888888887,0.14756944444444445,0.0,0.019791666666666666,0.0,0.0,0.0,0.00625,0.08194444444444444,0.0
3,15.727430555555554,31.988194444444442,0.06770833333333333,27.448958333333334,24.02638888888889,0.001388888888888889,40.39528946,-79.88182983,31.893749999999997,0.09444444444444444,15.627777777777776,0.09965277777777778,0.46249999999999997,0.2503472222222222,0.0,0.0,21.54548611111111,2.4809027777777777,27.448958333333334,0.0,0.001388888888888889,0.05243055555555555,0.0,0.0,0.0,0.015277777777777777,0.02708333333333333,0.0
4,15.40486111111111,39.81840277777778,0.19965277777777776,11.176388888888889,32.39027777777778,0.2895833333333333,40.44289672,-79.89212737,29.84965277777778,9.96875,15.365277777777777,0.03958333333333333,0.0045138888888888885,0.7052083333333333,0.0,0.0,29.07013888888889,3.320138888888889,11.176388888888889,0.2895833333333333,0.0,0.19965277777777776,0.0,0.0,0.0,0.0,0.011111111111111112,0.0
5,30.491666666666664,22.862499999999997,18.055555555555554,12.857291666666667,15.596180555555556,0.03576388888888889,40.3495835,-79.85725185,20.74375,2.1187500000000004,28.765277777777776,1.7263888888888888,0.08090277777777778,0.011111111111111112,0.0,0.0,11.795833333333333,3.8003472222222223,12.857291666666667,0.03576388888888889,0.0,18.055555555555554,0.0,0.0,0.0,0.0,0.009027777777777777,0.0
6,2.1437500000000003,6.051041666666666,0.026041666666666668,13.715972222222222,77.49027777777776,0.0,40.3472808,-79.85394607,6.051041666666666,0.0,2.1437500000000003,0.0,0.002777777777777778,0.5701388888888889,0.0,0.0,77.48888888888888,0.001388888888888889,13.715972222222222,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,0.0,0.0
7,9.786111111111111,35.36909722222222,1.0284722222222222,22.881944444444443,30.615277777777777,0.003472222222222222,40.40054966,-80.01791662,32.223958333333336,3.145138888888889,9.784722222222223,0.001388888888888889,0.2659722222222222,0.04965277777777778,0.0,0.0,23.175,7.440277777777777,22.881944444444443,0.003472222222222222,0.0,1.0284722222222222,0.0,0.0,0.0,0.0,0.0,0.0
8,10.511805555555556,41.02395833333333,0.33194444444444443,25.741319444444443,22.005902777777777,0.0,40.34177088,-79.99288226,40.750347222222224,0.2736111111111111,9.976041666666667,0.5357638888888889,0.3836805555555556,0.0,0.0,0.001388888888888889,19.539236111111112,2.466666666666667,25.741319444444443,0.0,0.0,0.23958333333333331,0.09236111111111112,0.0,0.0,0.0,0.0,0.0
9,20.899652777777778,39.00486111111111,4.460763888888889,25.690625,9.257986111111112,0.0,40.4328902,-79.9238479,34.88854166666667,4.116319444444445,20.899652777777778,0.0,0.0,0.68125,0.0024305555555555556,0.0,5.884375,3.3736111111111113,25.690625,0.0,0.0,4.460763888888889,0.0,0.0,0.0,0.0,0.0024305555555555556,0.0
10,7.953124999999999,25.924652777777776,0.016319444444444442,20.552430555555556,40.881597222222226,0.0006944444444444445,40.46347046,-79.94516936,25.473263888888887,0.45138888888888884,7.5673611111111105,0.38576388888888885,4.593055555555556,0.010763888888888889,0.0,0.0,38.89791666666667,1.9836805555555554,20.552430555555556,0.0006944444444444445,0.0,0.016319444444444442,0.0,0.0,0.0,0.0,0.06736111111111112,0.0
11,31.872222222222224,3.681597222222223,0.009722222222222222,3.552430555555556,56.10243055555556,0.0,40.45705068,-79.89368968,3.558680555555556,0.12291666666666666,30.762847222222224,1.109375,4.639930555555556,0.014583333333333335,0.0,0.0,56.075694444444444,0.026736111111111113,3.552430555555556,0.0,0.0,0.00625,0.0,0.0,0.0,0.003472222222222222,0.12708333333333333,0.0
12,5.2243055555555555,1.6006944444444444,5.467708333333333,23.568055555555556,64.04131944444444,0.013541666666666665,40.40844159,-79.87240948,1.3347222222222221,0.2659722222222222,5.1975694444444445,0.026736111111111113,0.0038194444444444443,0.08055555555555556,0.0,0.0,63.840624999999996,0.20069444444444445,23.568055555555556,0.013541666666666665,0.0,5.467708333333333,0.0,0.0,0.0,0.0,0.0,0.0
13,44.19201388888889,24.676041666666666,0.0,0.5,30.144791666666666,0.0,40.40153888,-79.86952471,12.633333333333333,12.042708333333334,44.19201388888889,0.0,0.009027777777777777,0.28125,0.0,0.18541666666666667,29.95173611111111,0.19305555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011458333333333333,0.0
14,14.222916666666666,23.609374999999996,21.729166666666668,27.174305555555556,12.659027777777778,0.0,40.40487103,-79.8698244,23.33020833333333,0.2791666666666667,12.850347222222222,1.3725694444444445,0.44305555555555554,0.14375,0.005555555555555556,0.0,11.091666666666667,1.567361111111111,27.174305555555556,0.0,0.0,21.719444444444445,0.0,0.0,0.0,0.009722222222222222,0.012847222222222223,0.0
15,12.944444444444445,41.290277777777774,0.023611111111111114,31.76701388888889,8.995486111111111,0.11979166666666666,40.40305748,-79.87149557,31.830555555555556,9.459722222222222,12.668402777777779,0.2760416666666667,4.246875,0.5,0.0,0.0,4.989583333333333,4.005902777777778,31.76701388888889,0.11979166666666666,0.0,0.015972222222222224,0.0,0.0,0.0,0.007638888888888889,0.11249999999999999,0.0
16,18.877777777777776,47.41319444444444,0.02916666666666667,1.325,29.749652777777783,0.0,40.54357701,-80.01992962,40.592013888888886,6.821180555555556,18.825,0.05277777777777777,2.59375,0.002777777777777778,0.0,0.008680555555555556,27.86354166666667,1.886111111111111,1.325,0.0,0.0,0.02916666666666667,0.0,0.0,0.0,0.0,0.0,0.0
17,2.3833333333333333,35.25833333333333,1.2409722222222224,0.0,60.12534722222222,0.8638888888888888,40.55290567,-80.02910087,31.87361111111111,3.3847222222222224,2.284375,0.09895833333333334,0.12083333333333333,0.004166666666666667,0.0,0.0,56.72118055555555,3.4041666666666663,0.0,0.8638888888888888,0.0,0.721875,0.48715277777777777,0.0,0.0,0.03194444444444445,0.003125,0.0
